"year" "lower" "upper" "NumbersTotArea" "midw" "Nden"
"35" 1988 18.83649089 26.6072506 3554.443771359 22.721870745 1.59017085837891e-05
"36" 1989 18.83649089 26.6072506 3461.618092196 22.721870745 1.54864292900115e-05
"37" 1990 18.83649089 26.6072506 3858.566933911 22.721870745 1.72622809308467e-05
"38" 1991 18.83649089 26.6072506 6355.593372851 22.721870745 2.84333640347607e-05
"39" 1992 18.83649089 26.6072506 9343.65721395 22.721870745 4.18012278940184e-05
"40" 1993 18.83649089 26.6072506 10491.196385622 22.721870745 4.69350363518841e-05
"41" 1994 18.83649089 26.6072506 3073.486146402 22.721870745 1.37500222764e-05
"42" 1995 18.83649089 26.6072506 8216.724287116 22.721870745 3.67596067153722e-05
"43" 1996 18.83649089 26.6072506 12288.1435364 22.721870745 5.4974136635982e-05
"44" 1997 18.83649089 26.6072506 10742.114373678 22.721870745 4.80575818136095e-05
"45" 1998 18.83649089 26.6072506 25634.094409681 22.721870745 0.00011468064353603
"46" 1999 18.83649089 26.6072506 4337.227192148 22.721870745 1.94036893836849e-05
"47" 2000 18.83649089 26.6072506 21799.005913782 22.721870745 9.75233993713517e-05
"48" 2001 18.83649089 26.6072506 15801.881363875 22.721870745 7.06937368228154e-05
"49" 2002 18.83649089 26.6072506 5035.878288872 22.721870745 2.25292828257221e-05
"50" 2003 18.83649089 26.6072506 2085.923124447 22.721870745 9.33190782772209e-06
"51" 2004 18.83649089 26.6072506 2067.799570163 22.721870745 9.25082749637774e-06
"52" 2005 18.83649089 26.6072506 817.087639536 22.721870745 3.65544945063229e-06
"53" 2006 18.83649089 26.6072506 3156.613042415 22.721870745 1.41219115960525e-05
"54" 2007 18.83649089 26.6072506 4199.224821293 22.721870745 1.87863006651206e-05
"55" 2008 18.83649089 26.6072506 2401.798212834 22.721870745 1.07450554050963e-05
"56" 2009 18.83649089 26.6072506 6010.383293252 22.721870745 2.688897891037e-05
"57" 2010 18.83649089 26.6072506 4292.6269753 22.721870745 1.92041589657879e-05
"58" 2011 18.83649089 26.6072506 7631.324481773 22.721870745 3.41406717403473e-05
"59" 1983 26.6072506 37.58374043 2318.14258788 32.095495515 7.34196463061103e-06
"60" 1984 26.6072506 37.58374043 4739.614694327 32.095495515 1.5011191990695e-05
"61" 1985 26.6072506 37.58374043 2785.81471522 32.095495515 8.82316437889443e-06
"62" 1986 26.6072506 37.58374043 2631.888165276 32.095495515 8.33565196645291e-06
"63" 1987 26.6072506 37.58374043 4586.755079077 32.095495515 1.4527058747778e-05
"64" 1988 26.6072506 37.58374043 3179.575075222 32.095495515 1.00702725814642e-05
"65" 1989 26.6072506 37.58374043 2600.167165781 32.095495515 8.23518599099584e-06
"66" 1990 26.6072506 37.58374043 3822.61032196 32.095495515 1.21068781218094e-05
"67" 1991 26.6072506 37.58374043 4588.51124049 32.095495515 1.45326208193465e-05
"68" 1992 26.6072506 37.58374043 6492.602939696 32.095495515 2.05632135801634e-05
"69" 1993 26.6072506 37.58374043 8821.616428885 32.095495515 2.79396082640986e-05
"70" 1994 26.6072506 37.58374043 2506.78228253 32.095495515 7.9394196677993e-06
"71" 1995 26.6072506 37.58374043 5876.846454915 32.095495515 1.86130046689567e-05
"72" 1996 26.6072506 37.58374043 5996.973048933 32.095495515 1.89934666858693e-05
"73" 1997 26.6072506 37.58374043 8539.388878119 32.095495515 2.70457440530092e-05
"74" 1998 26.6072506 37.58374043 7722.562744615 32.095495515 2.44587122574243e-05
"75" 1999 26.6072506 37.58374043 3831.161160088 32.095495515 1.21339601276472e-05
"76" 2000 26.6072506 37.58374043 9761.719754844 32.095495515 3.09170805750762e-05
"77" 2001 26.6072506 37.58374043 6565.02138378 32.095495515 2.07925755089113e-05
"78" 2002 26.6072506 37.58374043 7933.916861627 32.095495515 2.51281078587774e-05
"79" 2003 26.6072506 37.58374043 2021.681377382 32.095495515 6.40301991978761e-06
"80" 2004 26.6072506 37.58374043 1576.976971285 32.095495515 4.99456297770322e-06
"81" 2005 26.6072506 37.58374043 1090.439400623 32.095495515 3.45361305773706e-06
"82" 2006 26.6072506 37.58374043 3639.44047172 32.095495515 1.15267470423462e-05
"83" 2007 26.6072506 37.58374043 2648.47316036 32.095495515 8.38817955813006e-06
"84" 2008 26.6072506 37.58374043 2006.306936761 32.095495515 6.35432636666237e-06
"85" 2009 26.6072506 37.58374043 4113.225354512 32.095495515 1.30273069605168e-05
"86" 2010 26.6072506 37.58374043 6005.127502411 32.095495515 1.90192932719173e-05
"87" 2011 26.6072506 37.58374043 6145.853370577 32.095495515 1.94649968071911e-05
"88" 1983 37.58374043 53.08844442 1628.642128801 45.336092425 3.65172283339378e-06
"89" 1984 37.58374043 53.08844442 3795.998023827 45.336092425 8.51134353827124e-06
"90" 1985 37.58374043 53.08844442 2020.072537651 45.336092425 4.52938363830893e-06
"91" 1986 37.58374043 53.08844442 1678.43722776 45.336092425 3.76337283718777e-06
"92" 1987 37.58374043 53.08844442 4006.18298677 45.336092425 8.98261786848892e-06
"93" 1988 37.58374043 53.08844442 1857.248961712 45.336092425 4.16430247065609e-06
"94" 1989 37.58374043 53.08844442 3134.432858824 45.336092425 7.02798965954166e-06
"95" 1990 37.58374043 53.08844442 2477.378630911 45.336092425 5.55475015258242e-06
"96" 1991 37.58374043 53.08844442 4188.35774291 45.336092425 9.39108803200737e-06
"97" 1992 37.58374043 53.08844442 5831.528798348 45.336092425 1.30753874592438e-05
"98" 1993 37.58374043 53.08844442 5309.892442597 45.336092425 1.19057803630387e-05
"99" 1994 37.58374043 53.08844442 2063.1961602 45.336092425 4.62607493367458e-06
"100" 1995 37.58374043 53.08844442 4940.694966625 45.336092425 1.10779699870227e-05
"101" 1996 37.58374043 53.08844442 2779.44000464 45.336092425 6.23202872472923e-06
"102" 1997 37.58374043 53.08844442 3931.108352845 45.336092425 8.81428637929035e-06
"103" 1998 37.58374043 53.08844442 3072.089003745 45.336092425 6.88820297768701e-06
"104" 1999 37.58374043 53.08844442 2286.164180767 45.336092425 5.12601129011683e-06
"105" 2000 37.58374043 53.08844442 9078.877937567 45.336092425 2.03565567167392e-05
"106" 2001 37.58374043 53.08844442 3356.408776078 45.336092425 7.52570153323408e-06
"107" 2002 37.58374043 53.08844442 4251.549911462 45.336092425 9.53277679267015e-06
"108" 2003 37.58374043 53.08844442 2999.01572445 45.336092425 6.72435890304738e-06
"109" 2004 37.58374043 53.08844442 1591.06322174 45.336092425 3.56746383594929e-06
"110" 2005 37.58374043 53.08844442 1624.484169053 45.336092425 3.64239990339977e-06
"111" 2006 37.58374043 53.08844442 5788.75075969 45.336092425 1.29794710281429e-05
"112" 2007 37.58374043 53.08844442 1981.309770678 45.336092425 4.44247020365215e-06
"113" 2008 37.58374043 53.08844442 2378.206116124 45.336092425 5.33238666935398e-06
"114" 2009 37.58374043 53.08844442 3284.872235097 45.336092425 7.36530311574094e-06
"115" 2010 37.58374043 53.08844442 6739.572587301 45.336092425 1.51113929015703e-05
"116" 2011 37.58374043 53.08844442 3701.844364065 45.336092425 8.30023327462259e-06
"117" 1983 53.08844442 74.98942093 787.344562286 64.038932675 1.24978979647353e-06
"118" 1984 53.08844442 74.98942093 1620.983963839 64.038932675 2.57306561230469e-06
"119" 1985 53.08844442 74.98942093 1054.076230656 64.038932675 1.67318577009567e-06
"120" 1986 53.08844442 74.98942093 733.595263675 64.038932675 1.1644709561724e-06
"121" 1987 53.08844442 74.98942093 1532.354116936 64.038932675 2.43237920430973e-06
"122" 1988 53.08844442 74.98942093 2021.04350188 64.038932675 3.2080993098435e-06
"123" 1989 53.08844442 74.98942093 1567.472761682 64.038932675 2.48812471392765e-06
"124" 1990 53.08844442 74.98942093 1999.625707655 64.038932675 3.17410181755415e-06
"125" 1991 53.08844442 74.98942093 2025.44530764 64.038932675 3.21508650730242e-06
"126" 1992 53.08844442 74.98942093 2015.554933292 64.038932675 3.19938704161037e-06
"127" 1993 53.08844442 74.98942093 2383.32056588 64.038932675 3.78315907372756e-06
"128" 1994 53.08844442 74.98942093 1528.756892357 64.038932675 2.42666915715908e-06
"129" 1995 53.08844442 74.98942093 1991.085127992 64.038932675 3.16054494572183e-06
"130" 1996 53.08844442 74.98942093 1961.324355154 64.038932675 3.11330424322672e-06
"131" 1997 53.08844442 74.98942093 1111.544010468 64.038932675 1.76440713400082e-06
"132" 1998 53.08844442 74.98942093 1026.391095148 64.038932675 1.62923982631291e-06
"133" 1999 53.08844442 74.98942093 1158.485705332 64.038932675 1.83891993828039e-06
"134" 2000 53.08844442 74.98942093 2670.325841762 64.038932675 4.23873631717729e-06
"135" 2001 53.08844442 74.98942093 2761.891407469 64.038932675 4.38408273247058e-06
"136" 2002 53.08844442 74.98942093 1447.503187045 64.038932675 2.29769125258099e-06
"137" 2003 53.08844442 74.98942093 1313.418242931 64.038932675 2.0848517880804e-06
"138" 2004 53.08844442 74.98942093 1235.926461952 64.038932675 1.96184536647393e-06
"139" 2005 53.08844442 74.98942093 933.645316241 64.038932675 1.48202000198668e-06
"140" 2006 53.08844442 74.98942093 2483.753989451 64.038932675 3.94258186524275e-06
"141" 2007 53.08844442 74.98942093 1250.606527193 64.038932675 1.98514773830526e-06
"142" 2008 53.08844442 74.98942093 1624.236618392 64.038932675 2.57822870692236e-06
"143" 2009 53.08844442 74.98942093 1560.184339235 64.038932675 2.47655545131637e-06
"144" 2010 53.08844442 74.98942093 2376.687129253 64.038932675 3.77262950153123e-06
"145" 2011 53.08844442 74.98942093 1504.553806587 64.038932675 2.38825043797635e-06
"146" 1983 74.98942093 105.9253725 820.011822761 90.457396715 9.21493458201516e-07
"147" 1984 74.98942093 105.9253725 1259.122509098 90.457396715 1.41494686174331e-06
"148" 1985 74.98942093 105.9253725 2589.315251789 90.457396715 2.90975934677518e-06
"149" 1986 74.98942093 105.9253725 1390.831127066 90.457396715 1.56295525196093e-06
"150" 1987 74.98942093 105.9253725 1999.957557456 90.457396715 2.24746492028753e-06
"151" 1988 74.98942093 105.9253725 3437.336150962 90.457396715 3.86272818126703e-06
"152" 1989 74.98942093 105.9253725 1635.247230071 90.457396715 1.83761938941186e-06
"153" 1990 74.98942093 105.9253725 2008.513364025 90.457396715 2.25707956188676e-06
"154" 1991 74.98942093 105.9253725 1837.918182925 90.457396715 2.06537215106547e-06
"155" 1992 74.98942093 105.9253725 1658.129040588 90.457396715 1.86333296831152e-06
"156" 1993 74.98942093 105.9253725 2022.418469701 90.457396715 2.27270551209915e-06
"157" 1994 74.98942093 105.9253725 2611.6271714 90.457396715 2.93483250717454e-06
"158" 1995 74.98942093 105.9253725 1723.814978107 90.457396715 1.93714795492451e-06
"159" 1996 74.98942093 105.9253725 3638.905812602 90.457396715 4.08924335997232e-06
"160" 1997 74.98942093 105.9253725 1614.563938231 90.457396715 1.81437640974303e-06
"161" 1998 74.98942093 105.9253725 1810.136493732 90.457396715 2.03415230259678e-06
"162" 1999 74.98942093 105.9253725 1672.535181493 90.457396715 1.87952196002287e-06
"163" 2000 74.98942093 105.9253725 1636.846480127 90.457396715 1.83941655674985e-06
"164" 2001 74.98942093 105.9253725 7158.055120614 90.457396715 8.04390959252567e-06
"165" 2002 74.98942093 105.9253725 2556.261112582 90.457396715 2.87261454934632e-06
"166" 2003 74.98942093 105.9253725 1372.896905516 90.457396715 1.54280155737075e-06
"167" 2004 74.98942093 105.9253725 981.41827663 90.457396715 1.10287497883739e-06
"168" 2005 74.98942093 105.9253725 774.978233023 90.457396715 8.70886677675873e-07
"169" 2006 74.98942093 105.9253725 1076.124834068 90.457396715 1.2093020701372e-06
"170" 2007 74.98942093 105.9253725 2184.369298623 90.457396715 2.45469877763458e-06
"171" 2008 74.98942093 105.9253725 1535.684654836 90.457396715 1.72573531748246e-06
"172" 2009 74.98942093 105.9253725 1291.982180742 90.457396715 1.45187312502161e-06
"173" 2010 74.98942093 105.9253725 1489.916222416 90.457396715 1.67430275285777e-06
"174" 2011 74.98942093 105.9253725 2507.907743842 90.457396715 2.81827714622707e-06
"175" 1983 105.9253725 149.6235656 1026.881820709 127.77446905 8.16944602215784e-07
"176" 1984 105.9253725 149.6235656 1119.799785311 127.77446905 8.90866282490609e-07
"177" 1985 105.9253725 149.6235656 3034.531575437 127.77446905 2.41414751027045e-06
"178" 1986 105.9253725 149.6235656 1726.021221481 127.77446905 1.37315092327298e-06
"179" 1987 105.9253725 149.6235656 1888.145850024 127.77446905 1.5021305560831e-06
"180" 1988 105.9253725 149.6235656 3335.141882843 127.77446905 2.65330060759201e-06
"181" 1989 105.9253725 149.6235656 2355.664399404 127.77446905 1.87406893073272e-06
"182" 1990 105.9253725 149.6235656 1680.317119453 127.77446905 1.33679063458356e-06
"183" 1991 105.9253725 149.6235656 3049.379732798 127.77446905 2.42596008866486e-06
"184" 1992 105.9253725 149.6235656 2395.125626869 127.77446905 1.9054626472483e-06
"185" 1993 105.9253725 149.6235656 2333.412052307 127.77446905 1.85636588596076e-06
"186" 1994 105.9253725 149.6235656 2357.057221715 127.77446905 1.87517700241718e-06
"187" 1995 105.9253725 149.6235656 1715.0754511 127.77446905 1.36444292216757e-06
"188" 1996 105.9253725 149.6235656 2944.707344439 127.77446905 2.34268707618531e-06
"189" 1997 105.9253725 149.6235656 2201.347051132 127.77446905 1.75130044641773e-06
"190" 1998 105.9253725 149.6235656 1964.743488007 127.77446905 1.56306846113773e-06
"191" 1999 105.9253725 149.6235656 1688.118009436 127.77446905 1.3429966992305e-06
"192" 2000 105.9253725 149.6235656 1624.508632271 127.77446905 1.29239171599165e-06
"193" 2001 105.9253725 149.6235656 6996.853245189 127.77446905 5.56640635356322e-06
"194" 2002 105.9253725 149.6235656 3703.487856165 127.77446905 2.9463413924075e-06
"195" 2003 105.9253725 149.6235656 1815.464814033 127.77446905 1.44430853719168e-06
"196" 2004 105.9253725 149.6235656 1262.068315108 127.77446905 1.00404922636879e-06
"197" 2005 105.9253725 149.6235656 609.824732065 127.77446905 4.85151273604412e-07
"198" 2006 105.9253725 149.6235656 692.488857523 127.77446905 5.50915424578644e-07
"199" 2007 105.9253725 149.6235656 4326.40473475 127.77446905 3.44190823498512e-06
"200" 2008 105.9253725 149.6235656 1156.829774636 127.77446905 9.20325806740712e-07
"201" 2009 105.9253725 149.6235656 1578.040617411 127.77446905 1.25542368992479e-06
"202" 2010 105.9253725 149.6235656 1554.14901692 127.77446905 1.23641652311572e-06
"203" 2011 105.9253725 149.6235656 3815.957657807 127.77446905 3.03581770361561e-06
"204" 1983 149.6235656 211.348904 1500.304554816 180.4862348 8.44990000952038e-07
"205" 1984 149.6235656 211.348904 1201.836279659 180.4862348 6.76888992860386e-07
"206" 1985 149.6235656 211.348904 1617.029533705 180.4862348 9.10730946486019e-07
"207" 1986 149.6235656 211.348904 1577.811024682 180.4862348 8.88642599243251e-07
"208" 1987 149.6235656 211.348904 1356.385859051 180.4862348 7.63933219193218e-07
"209" 1988 149.6235656 211.348904 1919.749054789 180.4862348 1.08122630863623e-06
"210" 1989 149.6235656 211.348904 2104.288842234 180.4862348 1.18516138946251e-06
"211" 1990 149.6235656 211.348904 1363.567870084 180.4862348 7.67978216250737e-07
"212" 1991 149.6235656 211.348904 1928.870601175 180.4862348 1.0863636758892e-06
"213" 1992 149.6235656 211.348904 2152.176891925 180.4862348 1.21213252877159e-06
"214" 1993 149.6235656 211.348904 1896.759411358 180.4862348 1.06827825834718e-06
"215" 1994 149.6235656 211.348904 1225.132134094 180.4862348 6.9000950495776e-07
"216" 1995 149.6235656 211.348904 1486.446216654 180.4862348 8.37184814239038e-07
"217" 1996 149.6235656 211.348904 1628.631302206 180.4862348 9.17265205377146e-07
"218" 1997 149.6235656 211.348904 2367.857313798 180.4862348 1.33360639839279e-06
"219" 1998 149.6235656 211.348904 1239.309054321 180.4862348 6.97994121012984e-07
"220" 1999 149.6235656 211.348904 1309.453791664 180.4862348 7.37500500890309e-07
"221" 2000 149.6235656 211.348904 1184.061521158 180.4862348 6.66878029983236e-07
"222" 2001 149.6235656 211.348904 2634.444284768 180.4862348 1.48375146336019e-06
"223" 2002 149.6235656 211.348904 4781.638752644 180.4862348 2.69307782955073e-06
"224" 2003 149.6235656 211.348904 2198.211546136 180.4862348 1.23805981292248e-06
"225" 2004 149.6235656 211.348904 1535.255441553 180.4862348 8.64674770769186e-07
"226" 2005 149.6235656 211.348904 821.28446865 180.4862348 4.6255752654938e-07
"227" 2006 149.6235656 211.348904 788.085057537 180.4862348 4.43859209372424e-07
"228" 2007 149.6235656 211.348904 1871.249976333 180.4862348 1.05391103040212e-06
"229" 2008 149.6235656 211.348904 1418.988029262 180.4862348 7.99191532377957e-07
"230" 2009 149.6235656 211.348904 1595.598571647 180.4862348 8.98660764740811e-07
"231" 2010 149.6235656 211.348904 2042.209553598 180.4862348 1.1501975696199e-06
"232" 2011 149.6235656 211.348904 2680.149965144 180.4862348 1.50949346539602e-06
"233" 1983 211.348904 298.5382619 1371.407271315 254.94358295 5.4681269669485e-07
"234" 1984 211.348904 298.5382619 976.708766268 254.94358295 3.89437015202928e-07
"235" 1985 211.348904 298.5382619 870.404916147 254.94358295 3.47051141823409e-07
"236" 1986 211.348904 298.5382619 1380.768077905 254.94358295 5.50545072920192e-07
"237" 1987 211.348904 298.5382619 852.384072115 254.94358295 3.39865802699163e-07
"238" 1988 211.348904 298.5382619 913.439570448 254.94358295 3.64210082031664e-07
"239" 1989 211.348904 298.5382619 1423.418356954 254.94358295 5.67550753573474e-07
"240" 1990 211.348904 298.5382619 1036.05881353 254.94358295 4.13101290630885e-07
"241" 1991 211.348904 298.5382619 882.871075043 254.94358295 3.52021695871013e-07
"242" 1992 211.348904 298.5382619 1364.321281449 254.94358295 5.43987344001726e-07
"243" 1993 211.348904 298.5382619 1402.786604358 254.94358295 5.59324383106776e-07
"244" 1994 211.348904 298.5382619 711.342340026 254.94358295 2.83629109571418e-07
"245" 1995 211.348904 298.5382619 1052.948511037 254.94358295 4.19835614732366e-07
"246" 1996 211.348904 298.5382619 988.410304288 254.94358295 3.94102696721488e-07
"247" 1997 211.348904 298.5382619 1447.158482452 254.94358295 5.77016506245901e-07
"248" 1998 211.348904 298.5382619 1029.556035993 254.94358295 4.10508478564485e-07
"249" 1999 211.348904 298.5382619 947.725030618 254.94358295 3.77880510448603e-07
"250" 2000 211.348904 298.5382619 758.145941553 254.94358295 3.02290818679516e-07
"251" 2001 211.348904 298.5382619 943.549203263 254.94358295 3.76215508764071e-07
